no,url_id,link,location_name,category,address,rating,number_of_ratings,price_range_per_person,reported_by_people,range_price,percentage,monday_open,monday_close,tuesday_open,tuesday_close,wednesday_open,wednesday_close,thursday_open,thursday_close,friday_open,friday_close,saturday_open,saturday_close,sunday_open,sunday_close
31,0x2e69c6e6418d4b41:0x9b69e5b554e6cc0d,https://www.google.com/maps/place/Anthology+Coffee+And+Tea/data=!4m7!3m6!1s0x2e69c6e6418d4b41:0x9b69e5b554e6cc0d!8m2!3d-6.5753676!4d106.8644623!16s%2Fg%2F11hd9cr875!19sChIJQUuNQebGaS4RDczmVLXlaZs?authuser=0&hl=en&rclk=1,"Anthology Coffee And Tea",Cafe,"Komplek Danau Teratai Jl. MH. Thamrin, RT.03/RW.08, Cijayanti, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810",4.5,3332,"Rp 25-50K",259,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","2%, 44%, 31%, 14%","8.00 am","8.00 pm","8.00 am","8.00 pm","8.00 am","8.00 pm","8.00 am","8.00 pm","8.00 am","8.00 pm","7.00 am","8.00 pm","7.00 am","8.00 pm"
32,0x2e69c50ea743958d:0x11159dbf65624a52,https://www.google.com/maps/place/Volcan+Coffee+%26+Space/data=!4m7!3m6!1s0x2e69c50ea743958d:0x11159dbf65624a52!8m2!3d-6.5850479!4d106.804463!16s%2Fg%2F11m898ykn8!19sChIJjZVDpw7FaS4RUkpiZb-dFRE?authuser=0&hl=en&rclk=1,"Volcan Coffee & Space",Cafe,"Jl. Guntur No.34, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",4.7,300,"Rp 25-50K",67,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","0%, 60%, 25%, 15%","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm"
33,0x2e69c5c73d7177d3:0x76ad2711cbfad595,https://www.google.com/maps/place/Lumos+Coffee+Studio/data=!4m7!3m6!1s0x2e69c5c73d7177d3:0x76ad2711cbfad595!8m2!3d-6.5694265!4d106.7772017!16s%2Fg%2F11qqv7gv_v!19sChIJ03dxPcfFaS4RldX6yxEnrXY?authuser=0&hl=en&rclk=1,"Lumos Coffee Studio","Coffee shop","Jl. Bambu Raya No.22, RT.05/RW.11, Cilendek Tim., Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112",4.9,176,"Rp 25-50K",32,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","34%, 63%, 3%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
34,0x2e69c560b2e248e3:0x2583b299263ef7ce,https://www.google.com/maps/place/EveryThey+Coffee+and+Plant/data=!4m7!3m6!1s0x2e69c560b2e248e3:0x2583b299263ef7ce!8m2!3d-6.5801637!4d106.7509668!16s%2Fg%2F11smttcy3z!19sChIJ40jismDFaS4Rzvc-JpmygyU?authuser=0&hl=en&rclk=1,"EveryThey Coffee and Plant","Coffee shop","CQ92+WFJ, Jl. Sawah Baru No.85, Laladon, Kec. Ciomas, Kabupaten Bogor, Jawa Barat 16610",4.7,738,"Rp 25-50K",251,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","2%, 47%, 31%, 12%","7.00 am","12.00 am","7.00 am","12.00 am","7.00 am","12.00 am","7.00 am","12.00 am","7.00 am","12.00 am","7.00 am","12.00 am","7.00 am","12.00 am"
35,0x2e69c547606b056f:0xb824acb6312f8e53,https://www.google.com/maps/place/Spoke+Coffee+Bogor/data=!4m7!3m6!1s0x2e69c547606b056f:0xb824acb6312f8e53!8m2!3d-6.5856449!4d106.816602!16s%2Fg%2F11s8x0prvx!19sChIJbwVrYEfFaS4RU44vMbasJLg?authuser=0&hl=en&rclk=1,"Spoke Coffee Bogor","Coffee shop","Jl. Achmad Adnawijaya No.85, RT.02/RW.16, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",4.8,101,"Rp 25-50K",48,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","6%, 58%, 27%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm"
36,0x2e69c45ecb84eb2f:0xb8c2e53cdc111ee7,https://www.google.com/maps/place/Legacy+indonesian+coffee/data=!4m7!3m6!1s0x2e69c45ecb84eb2f:0xb8c2e53cdc111ee7!8m2!3d-6.5725312!4d106.7747495!16s%2Fg%2F11g6xgbpl4!19sChIJL-uEy17EaS4R5x4R3Dzlwrg?authuser=0&hl=en&rclk=1,"Legacy indonesian coffee","Coffee shop","Jl. Cilendek Timur Raya No.10, RT.001/RW.003, Cilendek Tim., Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112",4.7,113,"Rp 1-25.000",5,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","80%, 20%, 0%","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.30 am","9.00 pm","7.00 am","12.00 am"
37,0x2e69c50b6ea8ddc7:0x8d3aa76b290ffb39,https://www.google.com/maps/place/SNDAY+COFFEE/data=!4m7!3m6!1s0x2e69c50b6ea8ddc7:0x8d3aa76b290ffb39!8m2!3d-6.5706068!4d106.802529!16s%2Fg%2F11qrksdxw0!19sChIJx92obgvFaS4ROfsPKWunOo0?authuser=0&hl=en&rclk=1,"SNDAY COFFEE","Coffee shop","Jl. Beo No.3, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16143",4.6,414,"Rp 25-50K",100,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","2%, 52%, 33%, 9%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm",Closed,Closed
38,0x2e69c5d53ec0be2f:0x9bbef66de3ab552d,https://www.google.com/maps/place/The+Coffee+Companion+Coffee+Roaster/data=!4m7!3m6!1s0x2e69c5d53ec0be2f:0x9bbef66de3ab552d!8m2!3d-6.5824469!4d106.811316!16s%2Fg%2F11d_pwc4bq!19sChIJL77APtXFaS4RLVWr4232vps?authuser=0&hl=en&rclk=1,"The Coffee Companion Coffee Roaster","Coffee shop","Jl. Artzimar I No.16B, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",4.7,820,"Rp 25-50K",110,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","3%, 45%, 36%, 10%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm"
39,0x2e69c5fc2b125f97:0xd93f5127d0fe3b33,https://www.google.com/maps/place/Fore+Coffee+-+Yogya+Bogor+Junction/data=!4m7!3m6!1s0x2e69c5fc2b125f97:0xd93f5127d0fe3b33!8m2!3d-6.5893091!4d106.7965333!16s%2Fg%2F11ry57zc_g!19sChIJl18SK_zFaS4RMzv-0CdRP9k?authuser=0&hl=en&rclk=1,"Fore Coffee - Yogya Bogor Junction","Coffee shop","Jl. Pabaton No.63, RT.02/RW.03, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",4.5,226,"Rp 25-50K",62,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","6%, 68%, 16%, 8%","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm","8.00 am","9.00 pm"
40,0x2e69c55c1b97bad9:0x8c0ef36d61eb3f08,https://www.google.com/maps/place/Second+Home+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69c55c1b97bad9:0x8c0ef36d61eb3f08!8m2!3d-6.5884089!4d106.8053913!16s%2Fg%2F11j1f32qbf!19sChIJ2bqXG1zFaS4RCD_rYW3zDow?authuser=0&hl=en&rclk=1,"Second Home Coffee & Eatery","Coffee shop","Jl. Raya Pajajaran No.1, RT.03/RW.06, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",4.5,187,"Rp 25-50K",32,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","3%, 59%, 31%","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm","9.00 am","11.30 pm"
41,0x2e69c5e088b32519:0x778811e9c1543d8b,https://www.google.com/maps/place/Ejji+Coffee+Corner+District+26+Bogor+Utara/data=!4m7!3m6!1s0x2e69c5e088b32519:0x778811e9c1543d8b!8m2!3d-6.5817782!4d106.8167374!16s%2Fg%2F11s8jv2tv8!19sChIJGSWziODFaS4Riz1UwekRiHc?authuser=0&hl=en&rclk=1,"Ejji Coffee Corner District 26 Bogor Utara","Coffee shop","Jl. Achmad Sobana No.21, RT.02/RW.14, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",4.7,266,"Rp 25-50K",115,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","6%, 68%, 24%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","7.00 am","11.00 pm","7.00 am","10.00 pm"
42,0x2e69c567ce03a79b:0xf1344e22be05e6c2,https://www.google.com/maps/place/Resto+coffee+sisi+barat/data=!4m7!3m6!1s0x2e69c567ce03a79b:0xf1344e22be05e6c2!8m2!3d-6.5625107!4d106.7442433!16s%2Fg%2F11n0tx32v8!19sChIJm6cDzmfFaS4RwuYFviJONPE?authuser=0&hl=en&rclk=1,"Resto coffee sisi barat","Coffee shop","Jl. Batu Hulung, RT.02/RW.02, Balungbangjaya, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16116",4.5,790,"Rp 25-50K",92,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","5%, 53%, 27%, 8%","11.00 am","11.00 pm","11.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","12.00 am","9.00 am","12.00 am"
43,0x2e69c5de1c36b603:0xcec7c8e8b4434dd8,https://www.google.com/maps/place/Kopi+Cinta+Asli+Bogor/data=!4m7!3m6!1s0x2e69c5de1c36b603:0xcec7c8e8b4434dd8!8m2!3d-6.6013142!4d106.7924432!16s%2Fg%2F11gvsk3_sw!19sChIJA7Y2HN7FaS4R2E1DtOjIx84?authuser=0&hl=en&rclk=1,"Kopi Cinta Asli Bogor","Coffee shop","Jl. Paledang no 26&28, RT.01/RW.10, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16125",4.9,65,NULL,NULL,NULL,NULL,"9.00 am","10.30 pm","9.00 am","10.30 pm","9.30 am","10.30 pm","9.00 am","9.30 pm","9.00 am","10.30 pm","9.00 am","10.30 pm","9.00 am","10.00 pm"
44,0x2e69c5e0d8cfb4c7:0x9207fc3f0a71eea6,https://www.google.com/maps/place/Kopi+Nako+%26+Warung+Nako+Padjajaran/data=!4m7!3m6!1s0x2e69c5e0d8cfb4c7:0x9207fc3f0a71eea6!8m2!3d-6.609612!4d106.8130402!16s%2Fg%2F11ggr7q8tc!19sChIJx7TP2ODFaS4Rpu5xCj_8B5I?authuser=0&hl=en&rclk=1,"Kopi Nako & Warung Nako Padjajaran","Coffee shop","Jl. Pajajaran Indah V No.7, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.6,7608,"Rp 25-50K",746,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","7%, 56%, 21%, 9%","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","2.00 am","8.00 am","2.00 am","8.00 am","12.00 am"
45,0x2e69c5926729b897:0xc617174fe781b9e5,https://www.google.com/maps/place/Say+Hello+Coffee-Cakes+Story/data=!4m7!3m6!1s0x2e69c5926729b897:0xc617174fe781b9e5!8m2!3d-6.6052125!4d106.810097!16s%2Fg%2F11h5_m7f46!19sChIJl7gpZ5LFaS4R5bmB508XF8Y?authuser=0&hl=en&rclk=1,"Say Hello Coffee-Cakes Story","Coffee shop","Jl. Bina Marga No.23, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.8,218,"Rp 50-75K",25,"Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","20%, 36%, 32%","7.00 am","9.00 pm","7.00 am","9.00 pm","7.00 am","9.00 pm","7.00 am","9.00 pm","7.00 am","9.00 pm","7.00 am","9.00 pm","7.00 am","9.00 pm"
46,0x2e69c5e7426fd985:0xb03c6c95e1c91a8d,https://www.google.com/maps/place/Artisan+Coffee+Indonesia/data=!4m7!3m6!1s0x2e69c5e7426fd985:0xb03c6c95e1c91a8d!8m2!3d-6.595648!4d106.8063099!16s%2Fg%2F11mqwkxgh5!19sChIJhdlvQufFaS4RjRrJ4ZVsPLA?authuser=0&hl=en&rclk=1,"Artisan Coffee Indonesia","Coffee shop","RT.02/RW.08, Babakan, Bogor Tengah, Bogor City, West Java 16129",5.0,51,"Rp 25-50K",21,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","24%, 76%, 0%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm"
47,0x2e69c5cf6fe1be11:0xe627bc0163f8be31,https://www.google.com/maps/place/Agreya+Coffee+-+Bogor/data=!4m7!3m6!1s0x2e69c5cf6fe1be11:0xe627bc0163f8be31!8m2!3d-6.5924597!4d106.816228!16s%2Fg%2F11tgd4hmx3!19sChIJEb7hb8_FaS4RMb74YwG8J-Y?authuser=0&hl=en&rclk=1,"Agreya Coffee - Bogor",Restaurant,"Jl. Kol. Enjo Martadisastra Jl. Kol. Ahmad Syam No.45 E, RT.04/RW.10, Tanah Baru, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16154",4.7,2675,"Rp 50-100K",819,"Rp 1-50.000, Rp 50.000-100.000, Rp 100.000-150.000","15%, 58%, 18%","6.00 am","1.00 am","6.00 am","1.00 am","6.00 am","1.00 am","6.00 am","1.00 am","6.00 am","1.00 am","6.00 am","1.00 am","6.00 am","1.00 am"
48,0x2e69c5c9e5493d53:0x9405718643c79a07,https://www.google.com/maps/place/Kawan+Baru+%7C+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c5c9e5493d53:0x9405718643c79a07!8m2!3d-6.6088147!4d106.8122691!16s%2Fg%2F11jvc_3g0d!19sChIJUz1J5cnFaS4RB5rHQ4ZxBZQ?authuser=0&hl=en&rclk=1,"Kawan Baru | Coffee & Kitchen",Cafe,"RT.01/RW.11, Baranangsiang, Bogor Timur, Bogor City, West Java 16143",4.6,847,"Rp 25-50K",163,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","1%, 45%, 30%, 14%","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","12.00 am","8.00 am","1.00 am","8.00 am","1.00 am","8.00 am","12.00 am"
49,0x2e69c5cc56442f1b:0x5f4dcc7b3ea26b72,https://www.google.com/maps/place/PICCOLO+COFFEE+LOUNGE/data=!4m7!3m6!1s0x2e69c5cc56442f1b:0x5f4dcc7b3ea26b72!8m2!3d-6.5906121!4d106.8033287!16s%2Fg%2F11gbmmzlf5!19sChIJGy9EVszFaS4RcmuiPnvMTV8?authuser=0&hl=en&rclk=1,"PICCOLO COFFEE LOUNGE","Coffee shop","Jl. Pangrango No.9A, RT.04/RW.04, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16151",4.5,139,NULL,NULL,NULL,NULL,"8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","12.00 am","8.00 am","12.00 am","7.00 am","10.00 pm"
50,0x2e69c7a37dbea4f9:0xbf7c990a2a208f41,https://www.google.com/maps/place/Seahorse+Coffee+and+Kitchen/data=!4m7!3m6!1s0x2e69c7a37dbea4f9:0xbf7c990a2a208f41!8m2!3d-6.6103203!4d106.8198977!16s%2Fg%2F11j6149sg8!19sChIJ-aS-faPHaS4RQY8gKgqZfL8?authuser=0&hl=en&rclk=1,"Seahorse Coffee and Kitchen",Restaurant,"Jl. Kol. Ahmad Syam, RT.05/RW.05, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.7,1053,"Rp 25-75K",170,"Rp 1-25.000, Rp 25.000-75.000, Rp 75.000-125.000","1%, 66%, 24%","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm","9.00 am","10.00 pm"
51,0x2e69c5b645cddd15:0xb95bfdfda7eb8dc,https://www.google.com/maps/place/UNCLEJOKOPI.ID/data=!4m7!3m6!1s0x2e69c5b645cddd15:0xb95bfdfda7eb8dc!8m2!3d-6.5940392!4d106.7924582!16s%2Fg%2F11gfmz0vd9!19sChIJFd3NRbbFaS4R3Lh-2t-_lQs?authuser=0&hl=en&rclk=1,UNCLEJOKOPI.ID,Cafe,"Jalan Gedong Sawah 1 No. 30A, RT.02/RW.01, Pabaton, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",4.6,1225,"Rp 25-50K",241,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","7%, 59%, 22%, 8%","8.00 am","9.30 pm","8.00 am","9.30 pm","8.00 am","9.30 pm","8.00 am","9.30 pm","8.00 am","9.30 pm","8.00 am","9.30 pm","8.00 am","9.30 pm"
52,0x2e69c5e2cf1efce3:0xe8dcc1734bc20682,https://www.google.com/maps/place/No.101+Coffee/data=!4m7!3m6!1s0x2e69c5e2cf1efce3:0xe8dcc1734bc20682!8m2!3d-6.5993779!4d106.8155229!16s%2Fg%2F11ggt5m_ny!19sChIJ4_wez-LFaS4RggbCS3PB3Og?authuser=0&hl=en&rclk=1,"No.101 Coffee","Coffee shop","Jl. Padi No.101, RT.03/RW.09, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.7,425,"Rp 25-50K",22,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","5%, 45%, 32%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm"
53,0x2e69c50808f9c3ef:0xdd3414c842e1c5dc,https://www.google.com/maps/place/Mardika+coffee+roastery+etc+BINA+MARGA/data=!4m7!3m6!1s0x2e69c50808f9c3ef:0xdd3414c842e1c5dc!8m2!3d-6.6046556!4d106.808141!16s%2Fg%2F11fwtmcd6s!19sChIJ78P5CAjFaS4R3MXhQsgUNN0?authuser=0&hl=en&rclk=1,"Mardika coffee roastery etc BINA MARGA","Coffee shop","Jl. Bina Marga No.1, RT.04/RW.11, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.9,174,"Rp 25-50K",22,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","32%, 59%, 0%","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm"
54,0x2e69c5d209c29499:0x1ab9677449ae78a6,https://www.google.com/maps/place/Imah+Nini+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69c5d209c29499:0x1ab9677449ae78a6!8m2!3d-6.590997!4d106.806387!16s%2Fg%2F11cjj7kfvy!19sChIJmZTCCdLFaS4RpniuSXRnuRo?authuser=0&hl=en&rclk=1,"Imah Nini Coffee & Kitchen",Cafe,"Jl. Sancang No.7, A-B, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16151",4.5,1006,"Rp 50-75K",132,"Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","37%, 39%, 16%","7.30 am","10.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm","7.30 am","10.00 pm"
55,0x2e69c7004f990571:0xae392b0a6e245bf2,https://www.google.com/maps/place/Crove+coffee/data=!4m7!3m6!1s0x2e69c7004f990571:0xae392b0a6e245bf2!8m2!3d-6.6080662!4d106.8191664!16s%2Fg%2F11vp_4yt5f!19sChIJcQWZTwDHaS4R8lskbgorOa4?authuser=0&hl=en&rclk=1,"Crove coffee","Coffee shop","Jln Kol H Achmad Syam No.003/014, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.8,246,"Rp 50-75K",116,"Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","22%, 41%, 27%","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","6.30 am","10.00 pm","6.30 am","10.00 pm"
56,0x2e69c500270852e1:0x34a545cc989e538d,https://www.google.com/maps/place/Dreezel+Coffee+Bincarung+Bogor/data=!4m7!3m6!1s0x2e69c500270852e1:0x34a545cc989e538d!8m2!3d-6.57038!4d106.80091!16s%2Fg%2F11x32lxtd0!19sChIJ4VIIJwDFaS4RjVOemMxFpTQ?authuser=0&hl=en&rclk=1,"Dreezel Coffee Bincarung Bogor","Coffee shop","Jl. Bincarung No.14, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.6,73,"Rp 25-50K",39,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","21%, 69%, 5%","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm","7.00 am","10.00 pm"
57,0x2e69c50006eb9193:0x4da5d55876c5d66,https://www.google.com/maps/place/JCO+RESERVE+SUDIRMAN+BOGOR/data=!4m7!3m6!1s0x2e69c50006eb9193:0x4da5d55876c5d66!8m2!3d-6.5845928!4d106.7970422!16s%2Fg%2F11vdq3ps4b!19sChIJk5HrBgDFaS4RZl1sh1Vd2gQ?authuser=0&hl=en&rclk=1,"JCO RESERVE SUDIRMAN BOGOR",Restaurant,"Jl. Jend. Sudirman No.37, RT.01/RW.05, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",4.6,499,"Rp 25-75K",222,"Rp 1-25.000, Rp 25.000-75.000, Rp 75.000-125.000","5%, 62%, 27%","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm","8.00 am","10.00 pm"
58,0x2e69c5fa55c89607:0x2db9de3b02bb51be,https://www.google.com/maps/place/Ta-Mu+Coffee/data=!4m7!3m6!1s0x2e69c5fa55c89607:0x2db9de3b02bb51be!8m2!3d-6.5666884!4d106.8028476!16s%2Fg%2F11k9j2_2ng!19sChIJB5bIVfrFaS4RvlG7AjveuS0?authuser=0&hl=en&rclk=1,"Ta-Mu Coffee","Coffee shop","Jl. Dadali No.7, RT.03/RW.05, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.8,31,"Rp 25-50K",11,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","9%, 73%, 9%, 9%","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","11.00 pm","9.00 am","12.00 am","9.00 am","12.00 am","9.00 am","11.00 pm"
59,0x2e69c5c34ddffc5f:0x5847993037eb73c9,https://www.google.com/maps/place/Kopi+Oey+Bogor/data=!4m7!3m6!1s0x2e69c5c34ddffc5f:0x5847993037eb73c9!8m2!3d-6.6025458!4d106.8061615!16s%2Fg%2F11b6d7r6vs!19sChIJX_zfTcPFaS4RyXPrNzCZR1g?authuser=0&hl=en&rclk=1,"Kopi Oey Bogor",Cafe,"Gedung Himpunan Alumni IPB, Jl. Cidangiang No.1, RT.04/RW.05, Tegallega, Bogor Tengah, Bogor City, West Java 16680",4.4,340,"Rp 50-75K",30,"Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","30%, 43%, 13%","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm","8.00 am","11.00 pm"
60,0x2e69c53b0646fd61:0xb4691a96c33a35ef,https://www.google.com/maps/place/Aumont+Kofie/data=!4m7!3m6!1s0x2e69c53b0646fd61:0xb4691a96c33a35ef!8m2!3d-6.5707789!4d106.8043429!16s%2Fg%2F11j0w6kfk4!19sChIJYf1GBjvFaS4R7zU6w5YaabQ?authuser=0&hl=en&rclk=1,"Aumont Kofie","Coffee shop","Jl. A. Yani No.2, RT.05/RW.04, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.7,725,"Rp 25-50K",137,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","0%, 49%, 35%, 11%",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,0x2e69c53b0646fd61:0xb4691a96c33a35ef,https://www.google.com/maps/place/Aumont+Kofie/data=!4m7!3m6!1s0x2e69c53b0646fd61:0xb4691a96c33a35ef!8m2!3d-6.5707789!4d106.8043429!16s%2Fg%2F11j0w6kfk4!19sChIJYf1GBjvFaS4R7zU6w5YaabQ?authuser=0&hl=en&rclk=1,"Aumont Kofie","Coffee shop","Jl. A. Yani No.2, RT.05/RW.04, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161",4.7,725,"Rp 25-50K",137,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000, Rp 75.000-100.000","0%, 49%, 35%, 11%",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,0x2e69c50808f9c3ef:0xdd3414c842e1c5dc,https://www.google.com/maps/place/Mardika+coffee+roastery+etc+BINA+MARGA/data=!4m7!3m6!1s0x2e69c50808f9c3ef:0xdd3414c842e1c5dc!8m2!3d-6.6046556!4d106.808141!16s%2Fg%2F11fwtmcd6s!19sChIJ78P5CAjFaS4R3MXhQsgUNN0?authuser=0&hl=en&rclk=1,"Mardika coffee roastery etc BINA MARGA","Coffee shop","Jl. Bina Marga No.1, RT.04/RW.11, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",4.9,174,"Rp 25-50K",22,"Rp 1-25.000, Rp 25.000-50.000, Rp 50.000-75.000","32%, 59%, 0%","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm","7.30 am","6.15 pm"
